paper,doi,doi_url
"Recrystallization and grain growth kinetics of IN718 manufactured by laser powder bed fusion",10.1016/j.jmrt.2022.06.157,https://doi.org/10.1016/j.jmrt.2022.06.157
"SLM process parameters effects on the fatigue strength of AMed Inconel 718",10.3390/met10091180,https://doi.org/10.3390/met10091180
"Silicide precipitation behavior of Si-containing near-ceitalicβceitalic titanium alloy and its effect on grain refinement",10.1016/S1003-6326(25)66784-7,https://doi.org/10.1016/S1003-6326(25)66784-7
"Simultaneous improvement of strength and ductility in near β Ti alloy with α  β hybrid structure via intermediate phases transformation",10.1016/j.jmrt.2024.03.232,https://doi.org/10.1016/j.jmrt.2024.03.232
"Study of pre-precipitated δ phase promoting deformation twinning and recrystallization behavior of Inconel 718 superalloy during hot compression",10.1016/j.matdes.2023.111693,https://doi.org/10.1016/j.matdes.2023.111693
"Study of residual stress and microstructural evolution in as-deposited and inter-pass rolled wire plus arc additively manufactured Inconel 718 alloy after ageing treatment",10.1016/j.msea.2020.140368,https://doi.org/10.1016/j.msea.2020.140368
"Study on fatigue damage in additively manufactured IN718 alloy",10.1016/j.msea.2017.12.043,https://doi.org/10.1016/j.msea.2017.12.043
"Study on location-related thermal cycles and microstructure variation of additively manufactured inconel 718",10.1016/j.jmrt.2022.03.178,https://doi.org/10.1016/j.jmrt.2022.03.178
"Tailoring microstructure tensile properties and creep resistance of additively manufactured Inconel 718 superalloy by post heat treatment",10.1016/S1003-6326(25)66789-6,https://doi.org/10.1016/S1003-6326(25)66789-6
"Tailoring the strength of inconel 718 Insights into LPBF parameters and heat treatment synergy",10.1016/j.matdes.2025.113627,https://doi.org/10.1016/j.matdes.2025.113627
"The effect of Co additions on the microstructure and mechanical properties of solute lean   β Ti alloys",10.1016/j.msea.2025.149489,https://doi.org/10.1016/j.msea.2025.149489
"The effect of energy density on texture and mechanical anisotropy in selective laser melted Inconel 718",10.1016/j.matdes.2020.108642,https://doi.org/10.1016/j.matdes.2020.108642
"The effect of forging texture and machining parameters on the fatigue performance of titanium alloy disc components",10.1016/j.ijfatigue.2020.105949,https://doi.org/10.1016/j.ijfatigue.2020.105949
"The effect of heat treatment on the electrochemical properties of additive manufactured TC4 titanium alloy",10.1016/j.ijoes.2025.101007,https://doi.org/10.1016/j.ijoes.2025.101007
"The effect of laser focus shift on microstructural variation of Inconel 718 produced by selective laser melting",10.1016/j.matdes.2018.04.019,https://doi.org/10.1016/j.matdes.2018.04.019
"The effect of processing parameters on rapid-heating β recrystallization in inter-pass deformed Ti-6Al-4V wire-arc additive manufacturing",10.1016/j.matchar.2020.110298,https://doi.org/10.1016/j.matchar.2020.110298
"The effects of forging strategies on microstructures and mechanical properties of a Ti5Al5Mo5V1Cr1Fe near β-titanium alloy",10.1016/j.jmrt.2024.08.174,https://doi.org/10.1016/j.jmrt.2024.08.174
"The influence of the manufacturing process conditions on the in-vitro bio-performance of Titanium alloys",10.1016/j.procir.2022.06.071,https://doi.org/10.1016/j.procir.2022.06.071
"The intricacies of α-β microstructures in titanium alloys Insights into α-phase variant spatial distribution and orientation",10.1016/j.scriptamat.2025.116690,https://doi.org/10.1016/j.scriptamat.2025.116690
"The possibility of using laser surface engineered titanium alloy implants as a treatment for cardiovascular diseases",10.1016/j.bea.2024.100131,https://doi.org/10.1016/j.bea.2024.100131
"Titanium-Based alloys and composites for orthopedic implants Applications A comprehensive review",10.1016/j.matdes.2024.112850,https://doi.org/10.1016/j.matdes.2024.112850
"Towards load-bearing biomedical titanium-based alloys From essential requirements to future developments",10.1016/j.pmatsci.2024.101277,https://doi.org/10.1016/j.pmatsci.2024.101277
"ceitalicIn situceitalic characterization of a high work hardening Ti-6Al-4V prepared by electron beam melting",10.1016/j.actamat.2019.08.037,https://doi.org/10.1016/j.actamat.2019.08.037
"ceitalicαceitalic martensite engineering A strategy to achieve high yield strength and low yield ratio synergy for dual-phase titanium alloy",10.1016/j.matdes.2024.112764,https://doi.org/10.1016/j.matdes.2024.112764
"A study of fatigue notch sensibility on titanium alloy TiAl6V4 parts manufactured by selective laser melting",10.1016/j.prostr.2018.12.186,https://doi.org/10.1016/j.prostr.2018.12.186
"Alpha-case kinetics and high temperature plasticity of Ti-6Al-4V alloy oxidized in different phase regions",10.1016/j.proeng.2017.10.973,https://doi.org/10.1016/j.proeng.2017.10.973
"Analysis of microstructure in electro-spark deposited IN718 superalloy",10.1016/j.matchar.2016.07.025,https://doi.org/10.1016/j.matchar.2016.07.025
"Cooling rate effect on tensile strength of laser deposited Inconel 718",10.1016/j.promfg.2018.07.118,https://doi.org/10.1016/j.promfg.2018.07.118
"Crack growth in titanium alloy under ultrasonic loading",10.1016/j.prostr.2018.12.291,https://doi.org/10.1016/j.prostr.2018.12.291
"Crystallographic texture control of beta-type Ti15Mo5Zr3Al alloy by selective laser melting for the development of novel implants with a biocompatible low Youngs modulus",10.1016/j.scriptamat.2016.12.038,https://doi.org/10.1016/j.scriptamat.2016.12.038
"Deformation and fracture of a titanium alloy during penetration of high-speed impactor to the target",10.1016/j.prostr.2020.10.013,https://doi.org/10.1016/j.prostr.2020.10.013
"Effect of Heat Treatment on Microstructure and Properties of Ti-6Al-4V-05Si alloy",10.14264/uql.2018.336,https://doi.org/10.14264/uql.2018.336
"Effect of base metal and welding speed on fusion zone microstructure and HAZ hot-cracking of electron-beam welded Inconel 718",10.1016/j.matdes.2015.10.082,https://doi.org/10.1016/j.matdes.2015.10.082
"Effects of processing routes on room temperature tensile strength and elongation for Inconel 718",10.1016/j.matdes.2017.01.069,https://doi.org/10.1016/j.matdes.2017.01.069
"Effects of thermal cycles on the microstructure evolution of Inconel 718 during selective laser melting process",10.1016/j.addma.2017.08.016,https://doi.org/10.1016/j.addma.2017.08.016
"Fatigue behavior of IN718 microtrusses produced via additive manufacturing",10.1016/j.matdes.2016.05.032,https://doi.org/10.1016/j.matdes.2016.05.032
"Feasibility of in situ controlled heat treatment ISHT of Inconel 718 during electron beam melting additive manufacturing",10.1016/j.addma.2016.09.001,https://doi.org/10.1016/j.addma.2016.09.001
"Formation of roll coating in cold rolling of titanium sheets",10.1016/j.proeng.2017.10.898,https://doi.org/10.1016/j.proeng.2017.10.898
"Improvement of material performance of Inconel 718 formed by high deposition-rate laser metal deposition",10.1016/j.matdes.2016.03.006,https://doi.org/10.1016/j.matdes.2016.03.006
"Microstructural and mechanical properties of Inconel 718 TIG weldments",10.1016/j.matpr.2017.11.544,https://doi.org/10.1016/j.matpr.2017.11.544
"Microstructural and micromechanical characterization of IN718 theta shaped specimens built with electron beam melting",10.1016/j.actamat.2016.02.005,https://doi.org/10.1016/j.actamat.2016.02.005
"Microstructural evolution and constitutive equations of Inconel 718 alloy under quasi-static and quasi-dynamic conditions",10.1016/j.matdes.2015.12.157,https://doi.org/10.1016/j.matdes.2015.12.157
"Microstructural investigation of as-fabricated and heat-treated Inconel 625 and Inconel 718 fabricated by direct metal laser sintering contribution of Politecnico di Torino and Istituto Italiano di Tecnologia IIT di Torino",10.1016/j.mprp.2016.06.002,https://doi.org/10.1016/j.mprp.2016.06.002
"Microstructure and directional fatigue behavior of Inconel 718 produced by selective laser melting",10.1016/j.prostr.2016.06.298,https://doi.org/10.1016/j.prostr.2016.06.298
"Microstructure evolution mechanism during post-bond heat treatment of transient liquid phase bonded wrought IN718 superalloy An approach to fabricate boride-free joints",10.1016/j.jallcom.2017.06.206,https://doi.org/10.1016/j.jallcom.2017.06.206
"Microstructure evolution of IN718 alloy during the delta process",10.1016/j.proeng.2017.10.1137,https://doi.org/10.1016/j.proeng.2017.10.1137
"The effect of loading mode on fatigue crack initiation of IN718 superalloy",10.1016/j.prostr.2023.10.075,https://doi.org/10.1016/j.prostr.2023.10.075
