source,target,edge_type,weight,n_papers
n00184,n00057,HAS_ELEMENT,1,1
n00184,n00004,HAS_ELEMENT,1,1
n00184,n00078,HAS_ELEMENT,1,1
n00184,n00040,HAS_ELEMENT,1,1
n00184,n00009,HAS_ELEMENT,1,1
n00184,n00012,INVOLVES_PROCESS,1,1
n00184,n00032,INVOLVES_PROCESS,1,1
n00184,n00013,EXHIBITS_MICRO,1,1
n00184,n00017,EXHIBITS_MICRO,1,1
n00184,n00018,EXHIBITS_MICRO,1,1
n00184,n00045,EXHIBITS_MICRO,1,1
n00184,n00022,MEASURES_PROPERTY,1,1
n00184,n00047,MEASURES_PROPERTY,1,1
n00184,n00066,MEASURES_PROPERTY,1,1
n00184,n00050,MEASURES_PROPERTY,1,1
n00184,n00024,MEASURES_PROPERTY,1,1
n00184,n00026,STUDIES_ALLOY,1,1
n00184,n00185,STUDIES_ALLOY,1,1
n00184,n00186,STUDIES_ALLOY,1,1
n00187,n00006,HAS_ELEMENT,1,1
n00187,n00009,HAS_ELEMENT,1,1
n00187,n00038,HAS_ELEMENT,1,1
n00187,n00042,INVOLVES_PROCESS,1,1
n00187,n00032,INVOLVES_PROCESS,1,1
n00187,n00015,EXHIBITS_MICRO,1,1
n00187,n00065,EXHIBITS_MICRO,1,1
n00187,n00046,MEASURES_PROPERTY,1,1
n00187,n00021,MEASURES_PROPERTY,1,1
n00187,n00047,MEASURES_PROPERTY,1,1
n00187,n00023,MEASURES_PROPERTY,1,1
n00187,n00048,MEASURES_PROPERTY,1,1
n00187,n00049,MEASURES_PROPERTY,1,1
n00187,n00188,STUDIES_ALLOY,1,1
n00189,n00002,HAS_ELEMENT,1,1
n00189,n00004,HAS_ELEMENT,1,1
n00189,n00037,HAS_ELEMENT,1,1
n00189,n00009,HAS_ELEMENT,1,1
n00189,n00151,INVOLVES_PROCESS,1,1
n00189,n00042,INVOLVES_PROCESS,1,1
n00189,n00010,INVOLVES_PROCESS,1,1
n00189,n00058,INVOLVES_PROCESS,1,1
n00189,n00059,INVOLVES_PROCESS,1,1
n00189,n00062,INVOLVES_PROCESS,1,1
n00189,n00043,INVOLVES_PROCESS,1,1
n00189,n00013,EXHIBITS_MICRO,1,1
n00189,n00014,EXHIBITS_MICRO,1,1
n00189,n00016,EXHIBITS_MICRO,1,1
n00189,n00034,EXHIBITS_MICRO,1,1
n00189,n00017,EXHIBITS_MICRO,1,1
n00189,n00018,EXHIBITS_MICRO,1,1
n00189,n00019,EXHIBITS_MICRO,1,1
n00189,n00046,MEASURES_PROPERTY,1,1
n00189,n00021,MEASURES_PROPERTY,1,1
n00189,n00022,MEASURES_PROPERTY,1,1
n00189,n00072,MEASURES_PROPERTY,1,1
n00189,n00047,MEASURES_PROPERTY,1,1
n00189,n00049,MEASURES_PROPERTY,1,1
n00189,n00024,MEASURES_PROPERTY,1,1
n00189,n00026,STUDIES_ALLOY,1,1
n00151,n00016,PROCESS_LEADS_TO_MICRO,1,0
n00151,n00019,PROCESS_LEADS_TO_MICRO,1,0
n00190,n00004,HAS_ELEMENT,1,1
n00190,n00002,HAS_ELEMENT,1,1
n00190,n00003,HAS_ELEMENT,1,1
n00190,n00040,HAS_ELEMENT,1,1
n00190,n00059,INVOLVES_PROCESS,1,1
n00190,n00043,INVOLVES_PROCESS,1,1
n00190,n00065,EXHIBITS_MICRO,1,1
n00190,n00021,MEASURES_PROPERTY,1,1
n00190,n00022,MEASURES_PROPERTY,1,1
n00190,n00047,MEASURES_PROPERTY,1,1
n00190,n00023,MEASURES_PROPERTY,1,1
n00190,n00048,MEASURES_PROPERTY,1,1
n00190,n00049,MEASURES_PROPERTY,1,1
n00190,n00026,STUDIES_ALLOY,1,1
n00190,n00191,STUDIES_ALLOY,1,1
n00192,n00030,HAS_ELEMENT,1,1
n00192,n00002,HAS_ELEMENT,1,1
n00192,n00004,HAS_ELEMENT,1,1
n00192,n00043,INVOLVES_PROCESS,1,1
n00192,n00015,EXHIBITS_MICRO,1,1
n00192,n00017,EXHIBITS_MICRO,1,1
n00192,n00064,EXHIBITS_MICRO,1,1
n00192,n00018,EXHIBITS_MICRO,1,1
n00192,n00065,EXHIBITS_MICRO,1,1
n00192,n00021,MEASURES_PROPERTY,1,1
n00192,n00022,MEASURES_PROPERTY,1,1
n00192,n00072,MEASURES_PROPERTY,1,1
n00192,n00047,MEASURES_PROPERTY,1,1
n00192,n00023,MEASURES_PROPERTY,1,1
n00192,n00048,MEASURES_PROPERTY,1,1
n00192,n00050,MEASURES_PROPERTY,1,1
n00192,n00026,STUDIES_ALLOY,1,1
n00193,n00002,HAS_ELEMENT,1,1
n00193,n00004,HAS_ELEMENT,1,1
n00193,n00078,HAS_ELEMENT,1,1
n00193,n00009,HAS_ELEMENT,1,1
n00193,n00097,INVOLVES_PROCESS,1,1
n00193,n00041,INVOLVES_PROCESS,1,1
n00193,n00010,INVOLVES_PROCESS,1,1
n00193,n00058,INVOLVES_PROCESS,1,1
n00193,n00043,INVOLVES_PROCESS,1,1
n00193,n00015,EXHIBITS_MICRO,1,1
n00193,n00016,EXHIBITS_MICRO,1,1
n00193,n00034,EXHIBITS_MICRO,1,1
n00193,n00017,EXHIBITS_MICRO,1,1
n00193,n00018,EXHIBITS_MICRO,1,1
n00193,n00045,EXHIBITS_MICRO,1,1
n00193,n00019,EXHIBITS_MICRO,1,1
n00193,n00021,MEASURES_PROPERTY,1,1
n00193,n00022,MEASURES_PROPERTY,1,1
n00193,n00072,MEASURES_PROPERTY,1,1
n00193,n00047,MEASURES_PROPERTY,1,1
n00193,n00023,MEASURES_PROPERTY,1,1
n00193,n00048,MEASURES_PROPERTY,1,1
n00193,n00050,MEASURES_PROPERTY,1,1
n00193,n00024,MEASURES_PROPERTY,1,1
n00193,n00026,STUDIES_ALLOY,1,1
n00194,n00148,HAS_ELEMENT,1,1
n00194,n00002,HAS_ELEMENT,1,1
n00194,n00004,HAS_ELEMENT,1,1
n00194,n00009,HAS_ELEMENT,1,1
n00194,n00041,INVOLVES_PROCESS,1,1
n00194,n00042,INVOLVES_PROCESS,1,1
n00194,n00011,INVOLVES_PROCESS,1,1
n00194,n00058,INVOLVES_PROCESS,1,1
n00194,n00043,INVOLVES_PROCESS,1,1
n00194,n00032,INVOLVES_PROCESS,1,1
n00194,n00013,EXHIBITS_MICRO,1,1
n00194,n00033,EXHIBITS_MICRO,1,1
n00194,n00016,EXHIBITS_MICRO,1,1
n00194,n00017,EXHIBITS_MICRO,1,1
n00194,n00018,EXHIBITS_MICRO,1,1
n00194,n00022,MEASURES_PROPERTY,1,1
n00194,n00023,MEASURES_PROPERTY,1,1
n00194,n00024,MEASURES_PROPERTY,1,1
n00194,n00026,STUDIES_ALLOY,1,1
n00195,n00002,HAS_ELEMENT,1,1
n00195,n00148,HAS_ELEMENT,1,1
n00195,n00005,HAS_ELEMENT,1,1
n00195,n00007,HAS_ELEMENT,1,1
n00195,n00030,HAS_ELEMENT,1,1
n00195,n00004,HAS_ELEMENT,1,1
n00195,n00037,HAS_ELEMENT,1,1
n00195,n00009,HAS_ELEMENT,1,1
n00195,n00041,INVOLVES_PROCESS,1,1
n00195,n00042,INVOLVES_PROCESS,1,1
n00195,n00010,INVOLVES_PROCESS,1,1
n00195,n00011,INVOLVES_PROCESS,1,1
n00195,n00090,INVOLVES_PROCESS,1,1
n00195,n00043,INVOLVES_PROCESS,1,1
n00195,n00084,INVOLVES_PROCESS,1,1
n00195,n00033,EXHIBITS_MICRO,1,1
n00195,n00063,EXHIBITS_MICRO,1,1
n00195,n00015,EXHIBITS_MICRO,1,1
n00195,n00016,EXHIBITS_MICRO,1,1
n00195,n00079,EXHIBITS_MICRO,1,1
n00195,n00034,EXHIBITS_MICRO,1,1
n00195,n00017,EXHIBITS_MICRO,1,1
n00195,n00064,EXHIBITS_MICRO,1,1
n00195,n00018,EXHIBITS_MICRO,1,1
n00195,n00045,EXHIBITS_MICRO,1,1
n00195,n00065,EXHIBITS_MICRO,1,1
n00195,n00046,MEASURES_PROPERTY,1,1
n00195,n00021,MEASURES_PROPERTY,1,1
n00195,n00022,MEASURES_PROPERTY,1,1
n00195,n00072,MEASURES_PROPERTY,1,1
n00195,n00047,MEASURES_PROPERTY,1,1
n00195,n00066,MEASURES_PROPERTY,1,1
n00195,n00100,MEASURES_PROPERTY,1,1
n00195,n00049,MEASURES_PROPERTY,1,1
n00195,n00050,MEASURES_PROPERTY,1,1
n00195,n00051,MEASURES_PROPERTY,1,1
n00195,n00025,MEASURES_PROPERTY,1,1
n00195,n00035,MEASURES_PROPERTY,1,1
n00195,n00080,MEASURES_PROPERTY,1,1
n00195,n00175,STUDIES_ALLOY,1,1
n00195,n00196,STUDIES_ALLOY,1,1
n00195,n00027,STUDIES_ALLOY,1,1
n00195,n00075,STUDIES_ALLOY,1,1
n00195,n00076,STUDIES_ALLOY,1,1
n00064,n00035,MICRO_AFFECTS_PROPERTY,2,0
n00197,n00002,HAS_ELEMENT,1,1
n00197,n00003,HAS_ELEMENT,1,1
n00197,n00004,HAS_ELEMENT,1,1
n00197,n00078,HAS_ELEMENT,1,1
n00197,n00040,HAS_ELEMENT,1,1
n00197,n00009,HAS_ELEMENT,1,1
n00197,n00097,INVOLVES_PROCESS,1,1
n00197,n00042,INVOLVES_PROCESS,1,1
n00197,n00010,INVOLVES_PROCESS,1,1
n00197,n00011,INVOLVES_PROCESS,1,1
n00197,n00090,INVOLVES_PROCESS,1,1
n00197,n00059,INVOLVES_PROCESS,1,1
n00197,n00062,INVOLVES_PROCESS,1,1
n00197,n00043,INVOLVES_PROCESS,1,1
n00197,n00032,INVOLVES_PROCESS,1,1
n00197,n00013,EXHIBITS_MICRO,1,1
n00197,n00014,EXHIBITS_MICRO,1,1
n00197,n00044,EXHIBITS_MICRO,1,1
n00197,n00085,EXHIBITS_MICRO,1,1
n00197,n00033,EXHIBITS_MICRO,1,1
n00197,n00015,EXHIBITS_MICRO,1,1
n00197,n00034,EXHIBITS_MICRO,1,1
n00197,n00017,EXHIBITS_MICRO,1,1
n00197,n00064,EXHIBITS_MICRO,1,1
n00197,n00018,EXHIBITS_MICRO,1,1
n00197,n00065,EXHIBITS_MICRO,1,1
n00197,n00046,MEASURES_PROPERTY,1,1
n00197,n00022,MEASURES_PROPERTY,1,1
n00197,n00072,MEASURES_PROPERTY,1,1
n00197,n00047,MEASURES_PROPERTY,1,1
n00197,n00066,MEASURES_PROPERTY,1,1
n00197,n00023,MEASURES_PROPERTY,1,1
n00197,n00048,MEASURES_PROPERTY,1,1
n00197,n00049,MEASURES_PROPERTY,1,1
n00197,n00050,MEASURES_PROPERTY,1,1
n00197,n00024,MEASURES_PROPERTY,1,1
n00197,n00026,STUDIES_ALLOY,1,1
n00197,n00198,STUDIES_ALLOY,1,1
n00062,n00085,PROCESS_LEADS_TO_MICRO,3,1
n00199,n00002,HAS_ELEMENT,1,1
n00199,n00003,HAS_ELEMENT,1,1
n00199,n00005,HAS_ELEMENT,1,1
n00199,n00007,HAS_ELEMENT,1,1
n00199,n00031,HAS_ELEMENT,1,1
n00199,n00004,HAS_ELEMENT,1,1
n00199,n00040,HAS_ELEMENT,1,1
n00199,n00009,HAS_ELEMENT,1,1
n00199,n00097,INVOLVES_PROCESS,1,1
n00199,n00041,INVOLVES_PROCESS,1,1
n00199,n00090,INVOLVES_PROCESS,1,1
n00199,n00059,INVOLVES_PROCESS,1,1
n00199,n00061,INVOLVES_PROCESS,1,1
n00199,n00043,INVOLVES_PROCESS,1,1
n00199,n00084,INVOLVES_PROCESS,1,1
n00199,n00014,EXHIBITS_MICRO,1,1
n00199,n00033,EXHIBITS_MICRO,1,1
n00199,n00015,EXHIBITS_MICRO,1,1
n00199,n00034,EXHIBITS_MICRO,1,1
n00199,n00017,EXHIBITS_MICRO,1,1
n00199,n00107,EXHIBITS_MICRO,1,1
n00199,n00065,EXHIBITS_MICRO,1,1
n00199,n00046,MEASURES_PROPERTY,1,1
n00199,n00022,MEASURES_PROPERTY,1,1
n00199,n00072,MEASURES_PROPERTY,1,1
n00199,n00047,MEASURES_PROPERTY,1,1
n00199,n00066,MEASURES_PROPERTY,1,1
n00199,n00023,MEASURES_PROPERTY,1,1
n00199,n00048,MEASURES_PROPERTY,1,1
n00199,n00050,MEASURES_PROPERTY,1,1
n00199,n00024,MEASURES_PROPERTY,1,1
n00199,n00074,STUDIES_ALLOY,1,1
n00199,n00026,STUDIES_ALLOY,1,1
n00199,n00075,STUDIES_ALLOY,1,1
n00199,n00135,STUDIES_ALLOY,1,1
n00061,n00107,PROCESS_LEADS_TO_MICRO,2,0
n00200,n00002,HAS_ELEMENT,1,1
n00200,n00005,HAS_ELEMENT,1,1
n00200,n00089,HAS_ELEMENT,1,1
n00200,n00006,HAS_ELEMENT,1,1
n00200,n00007,HAS_ELEMENT,1,1
n00200,n00031,HAS_ELEMENT,1,1
n00200,n00004,HAS_ELEMENT,1,1
n00200,n00040,HAS_ELEMENT,1,1
n00200,n00009,HAS_ELEMENT,1,1
n00200,n00041,INVOLVES_PROCESS,1,1
n00200,n00042,INVOLVES_PROCESS,1,1
n00200,n00011,INVOLVES_PROCESS,1,1
n00200,n00043,INVOLVES_PROCESS,1,1
n00200,n00013,EXHIBITS_MICRO,1,1
n00200,n00014,EXHIBITS_MICRO,1,1
n00200,n00033,EXHIBITS_MICRO,1,1
n00200,n00063,EXHIBITS_MICRO,1,1
n00200,n00015,EXHIBITS_MICRO,1,1
n00200,n00079,EXHIBITS_MICRO,1,1
n00200,n00017,EXHIBITS_MICRO,1,1
n00200,n00018,EXHIBITS_MICRO,1,1
n00200,n00045,EXHIBITS_MICRO,1,1
n00200,n00046,MEASURES_PROPERTY,1,1
n00200,n00021,MEASURES_PROPERTY,1,1
n00200,n00022,MEASURES_PROPERTY,1,1
n00200,n00047,MEASURES_PROPERTY,1,1
n00200,n00023,MEASURES_PROPERTY,1,1
n00200,n00050,MEASURES_PROPERTY,1,1
n00200,n00051,MEASURES_PROPERTY,1,1
n00200,n00025,MEASURES_PROPERTY,1,1
n00200,n00035,MEASURES_PROPERTY,1,1
n00200,n00080,MEASURES_PROPERTY,1,1
n00200,n00087,STUDIES_ALLOY,1,1
n00200,n00116,STUDIES_ALLOY,1,1
n00200,n00026,STUDIES_ALLOY,1,1
n00200,n00201,STUDIES_ALLOY,1,1
n00200,n00175,STUDIES_ALLOY,1,1
n00202,n00002,HAS_ELEMENT,1,1
n00202,n00004,HAS_ELEMENT,1,1
n00202,n00129,HAS_ELEMENT,1,1
n00202,n00005,HAS_ELEMENT,1,1
n00202,n00006,HAS_ELEMENT,1,1
n00202,n00037,HAS_ELEMENT,1,1
n00202,n00057,HAS_ELEMENT,1,1
n00202,n00039,HAS_ELEMENT,1,1
n00202,n00030,HAS_ELEMENT,1,1
n00202,n00007,HAS_ELEMENT,1,1
n00202,n00008,HAS_ELEMENT,1,1
n00202,n00040,HAS_ELEMENT,1,1
n00202,n00009,HAS_ELEMENT,1,1
n00202,n00041,INVOLVES_PROCESS,1,1
n00202,n00042,INVOLVES_PROCESS,1,1
n00202,n00010,INVOLVES_PROCESS,1,1
n00202,n00011,INVOLVES_PROCESS,1,1
n00202,n00090,INVOLVES_PROCESS,1,1
n00202,n00060,INVOLVES_PROCESS,1,1
n00202,n00061,INVOLVES_PROCESS,1,1
n00202,n00062,INVOLVES_PROCESS,1,1
n00202,n00043,INVOLVES_PROCESS,1,1
n00202,n00032,INVOLVES_PROCESS,1,1
n00202,n00013,EXHIBITS_MICRO,1,1
n00202,n00014,EXHIBITS_MICRO,1,1
n00202,n00085,EXHIBITS_MICRO,1,1
n00202,n00015,EXHIBITS_MICRO,1,1
n00202,n00034,EXHIBITS_MICRO,1,1
n00202,n00017,EXHIBITS_MICRO,1,1
n00202,n00064,EXHIBITS_MICRO,1,1
n00202,n00018,EXHIBITS_MICRO,1,1
n00202,n00045,EXHIBITS_MICRO,1,1
n00202,n00046,MEASURES_PROPERTY,1,1
n00202,n00021,MEASURES_PROPERTY,1,1
n00202,n00022,MEASURES_PROPERTY,1,1
n00202,n00047,MEASURES_PROPERTY,1,1
n00202,n00023,MEASURES_PROPERTY,1,1
n00202,n00049,MEASURES_PROPERTY,1,1
n00202,n00050,MEASURES_PROPERTY,1,1
n00202,n00026,STUDIES_ALLOY,1,1
n00202,n00028,STUDIES_ALLOY,1,1
n00202,n00191,STUDIES_ALLOY,1,1
n00202,n00075,STUDIES_ALLOY,1,1
n00203,n00002,HAS_ELEMENT,1,1
n00203,n00003,HAS_ELEMENT,1,1
n00203,n00005,HAS_ELEMENT,1,1
n00203,n00006,HAS_ELEMENT,1,1
n00203,n00007,HAS_ELEMENT,1,1
n00203,n00004,HAS_ELEMENT,1,1
n00203,n00008,HAS_ELEMENT,1,1
n00203,n00040,HAS_ELEMENT,1,1
n00203,n00009,HAS_ELEMENT,1,1
n00203,n00042,INVOLVES_PROCESS,1,1
n00203,n00041,INVOLVES_PROCESS,1,1
n00203,n00011,INVOLVES_PROCESS,1,1
n00203,n00059,INVOLVES_PROCESS,1,1
n00203,n00043,INVOLVES_PROCESS,1,1
n00203,n00014,EXHIBITS_MICRO,1,1
n00203,n00033,EXHIBITS_MICRO,1,1
n00203,n00015,EXHIBITS_MICRO,1,1
n00203,n00016,EXHIBITS_MICRO,1,1
n00203,n00034,EXHIBITS_MICRO,1,1
n00203,n00017,EXHIBITS_MICRO,1,1
n00203,n00018,EXHIBITS_MICRO,1,1
n00203,n00045,EXHIBITS_MICRO,1,1
n00203,n00021,MEASURES_PROPERTY,1,1
n00203,n00022,MEASURES_PROPERTY,1,1
n00203,n00072,MEASURES_PROPERTY,1,1
n00203,n00047,MEASURES_PROPERTY,1,1
n00203,n00100,MEASURES_PROPERTY,1,1
n00203,n00023,MEASURES_PROPERTY,1,1
n00203,n00050,MEASURES_PROPERTY,1,1
n00203,n00025,MEASURES_PROPERTY,1,1
n00203,n00026,STUDIES_ALLOY,1,1
n00204,n00002,HAS_ELEMENT,1,1
n00204,n00007,HAS_ELEMENT,1,1
n00204,n00040,HAS_ELEMENT,1,1
n00204,n00009,HAS_ELEMENT,1,1
n00204,n00097,INVOLVES_PROCESS,1,1
n00204,n00010,INVOLVES_PROCESS,1,1
n00204,n00070,INVOLVES_PROCESS,1,1
n00204,n00012,INVOLVES_PROCESS,1,1
n00204,n00062,INVOLVES_PROCESS,1,1
n00204,n00043,INVOLVES_PROCESS,1,1
n00204,n00032,INVOLVES_PROCESS,1,1
n00204,n00015,EXHIBITS_MICRO,1,1
n00204,n00016,EXHIBITS_MICRO,1,1
n00204,n00079,EXHIBITS_MICRO,1,1
n00204,n00017,EXHIBITS_MICRO,1,1
n00204,n00018,EXHIBITS_MICRO,1,1
n00204,n00019,EXHIBITS_MICRO,1,1
n00204,n00022,MEASURES_PROPERTY,1,1
n00204,n00023,MEASURES_PROPERTY,1,1
n00204,n00050,MEASURES_PROPERTY,1,1
n00204,n00024,MEASURES_PROPERTY,1,1
n00204,n00025,MEASURES_PROPERTY,1,1
n00204,n00205,STUDIES_ALLOY,1,1
n00070,n00079,PROCESS_LEADS_TO_MICRO,1,1
n00204,n00206,REFERENCES_FIGURE,1,1
n00204,n00207,REFERENCES_FIGURE,1,1
n00204,n00208,REFERENCES_FIGURE,1,1
n00204,n00209,REFERENCES_FIGURE,1,1
n00204,n00210,REFERENCES_FIGURE,1,1
n00204,n00211,REFERENCES_FIGURE,1,1
n00204,n00212,REFERENCES_FIGURE,1,1
n00204,n00213,REFERENCES_FIGURE,1,1
n00204,n00214,REFERENCES_FIGURE,1,1
n00204,n00215,REFERENCES_FIGURE,1,1
n00215,n00015,GLOBAL_FIG_SHOWS_MICRO,1,1
n00204,n00216,REFERENCES_FIGURE,1,1
n00216,n00015,GLOBAL_FIG_SHOWS_MICRO,1,1
n00204,n00217,REFERENCES_FIGURE,1,1
n00217,n00015,GLOBAL_FIG_SHOWS_MICRO,1,1
n00204,n00218,HAS_SAMPLE,1,1
n00218,n00026,SAMPLE_IS_ALLOY,1,1
n00218,n00013,SAMPLE_EXHIBITS_MICRO,1,1
n00218,n00207,SAMPLE_SHOWN_IN_FIGURE,1,1
n00218,n00210,SAMPLE_SHOWN_IN_FIGURE,1,1
n00218,n00213,SAMPLE_SHOWN_IN_FIGURE,1,1
n00218,n00216,SAMPLE_SHOWN_IN_FIGURE,1,1
n00204,n00219,HAS_SAMPLE,1,1
n00219,n00026,SAMPLE_IS_ALLOY,1,1
n00219,n00013,SAMPLE_EXHIBITS_MICRO,1,1
n00219,n00208,SAMPLE_SHOWN_IN_FIGURE,1,1
n00219,n00211,SAMPLE_SHOWN_IN_FIGURE,1,1
n00219,n00214,SAMPLE_SHOWN_IN_FIGURE,1,1
n00219,n00217,SAMPLE_SHOWN_IN_FIGURE,1,1
n00204,n00220,HAS_SAMPLE,1,1
n00220,n00026,SAMPLE_IS_ALLOY,1,1
n00220,n00013,SAMPLE_EXHIBITS_MICRO,1,1
n00220,n00018,SAMPLE_EXHIBITS_MICRO,1,1
n00220,n00206,SAMPLE_SHOWN_IN_FIGURE,1,1
n00220,n00209,SAMPLE_SHOWN_IN_FIGURE,1,1
n00220,n00212,SAMPLE_SHOWN_IN_FIGURE,1,1
n00220,n00215,SAMPLE_SHOWN_IN_FIGURE,1,1
n00221,n00002,HAS_ELEMENT,1,1
n00221,n00003,HAS_ELEMENT,1,1
n00221,n00037,HAS_ELEMENT,1,1
n00221,n00008,HAS_ELEMENT,1,1
n00221,n00078,HAS_ELEMENT,1,1
n00221,n00009,HAS_ELEMENT,1,1
n00221,n00041,INVOLVES_PROCESS,1,1
n00221,n00042,INVOLVES_PROCESS,1,1
n00221,n00084,INVOLVES_PROCESS,1,1
n00221,n00015,EXHIBITS_MICRO,1,1
n00221,n00016,EXHIBITS_MICRO,1,1
n00221,n00034,EXHIBITS_MICRO,1,1
n00221,n00017,EXHIBITS_MICRO,1,1
n00221,n00018,EXHIBITS_MICRO,1,1
n00221,n00019,EXHIBITS_MICRO,1,1
n00221,n00046,MEASURES_PROPERTY,1,1
n00221,n00021,MEASURES_PROPERTY,1,1
n00221,n00022,MEASURES_PROPERTY,1,1
n00221,n00072,MEASURES_PROPERTY,1,1
n00221,n00047,MEASURES_PROPERTY,1,1
n00221,n00066,MEASURES_PROPERTY,1,1
n00221,n00023,MEASURES_PROPERTY,1,1
n00221,n00050,MEASURES_PROPERTY,1,1
n00222,n00002,HAS_ELEMENT,1,1
n00222,n00005,HAS_ELEMENT,1,1
n00222,n00006,HAS_ELEMENT,1,1
n00222,n00037,HAS_ELEMENT,1,1
n00222,n00030,HAS_ELEMENT,1,1
n00222,n00004,HAS_ELEMENT,1,1
n00222,n00008,HAS_ELEMENT,1,1
n00222,n00009,HAS_ELEMENT,1,1
n00222,n00042,INVOLVES_PROCESS,1,1
n00222,n00041,INVOLVES_PROCESS,1,1
n00222,n00097,INVOLVES_PROCESS,1,1
n00222,n00010,INVOLVES_PROCESS,1,1
n00222,n00011,INVOLVES_PROCESS,1,1
n00222,n00090,INVOLVES_PROCESS,1,1
n00222,n00060,INVOLVES_PROCESS,1,1
n00222,n00061,INVOLVES_PROCESS,1,1
n00222,n00043,INVOLVES_PROCESS,1,1
n00222,n00084,INVOLVES_PROCESS,1,1
n00222,n00013,EXHIBITS_MICRO,1,1
n00222,n00014,EXHIBITS_MICRO,1,1
n00222,n00085,EXHIBITS_MICRO,1,1
n00222,n00033,EXHIBITS_MICRO,1,1
n00222,n00015,EXHIBITS_MICRO,1,1
n00222,n00034,EXHIBITS_MICRO,1,1
n00222,n00017,EXHIBITS_MICRO,1,1
n00222,n00064,EXHIBITS_MICRO,1,1
n00222,n00018,EXHIBITS_MICRO,1,1
n00222,n00045,EXHIBITS_MICRO,1,1
n00222,n00065,EXHIBITS_MICRO,1,1
n00222,n00046,MEASURES_PROPERTY,1,1
n00222,n00021,MEASURES_PROPERTY,1,1
n00222,n00022,MEASURES_PROPERTY,1,1
n00222,n00072,MEASURES_PROPERTY,1,1
n00222,n00047,MEASURES_PROPERTY,1,1
n00222,n00066,MEASURES_PROPERTY,1,1
n00222,n00050,MEASURES_PROPERTY,1,1
n00222,n00025,MEASURES_PROPERTY,1,1
n00222,n00076,STUDIES_ALLOY,1,1
n00222,n00026,STUDIES_ALLOY,1,1
n00222,n00130,STUDIES_ALLOY,1,1
n00222,n00223,STUDIES_ALLOY,1,1
n00222,n00224,STUDIES_ALLOY,1,1
n00225,n00002,HAS_ELEMENT,1,1
n00225,n00003,HAS_ELEMENT,1,1
n00225,n00005,HAS_ELEMENT,1,1
n00225,n00006,HAS_ELEMENT,1,1
n00225,n00037,HAS_ELEMENT,1,1
n00225,n00004,HAS_ELEMENT,1,1
n00225,n00008,HAS_ELEMENT,1,1
n00225,n00040,HAS_ELEMENT,1,1
n00225,n00010,INVOLVES_PROCESS,1,1
n00225,n00011,INVOLVES_PROCESS,1,1
n00225,n00090,INVOLVES_PROCESS,1,1
n00225,n00059,INVOLVES_PROCESS,1,1
n00225,n00062,INVOLVES_PROCESS,1,1
n00225,n00043,INVOLVES_PROCESS,1,1
n00225,n00033,EXHIBITS_MICRO,1,1
n00225,n00015,EXHIBITS_MICRO,1,1
n00225,n00016,EXHIBITS_MICRO,1,1
n00225,n00079,EXHIBITS_MICRO,1,1
n00225,n00017,EXHIBITS_MICRO,1,1
n00225,n00064,EXHIBITS_MICRO,1,1
n00225,n00019,EXHIBITS_MICRO,1,1
n00225,n00065,EXHIBITS_MICRO,1,1
n00225,n00021,MEASURES_PROPERTY,1,1
n00225,n00022,MEASURES_PROPERTY,1,1
n00225,n00047,MEASURES_PROPERTY,1,1
n00225,n00023,MEASURES_PROPERTY,1,1
n00225,n00048,MEASURES_PROPERTY,1,1
n00225,n00049,MEASURES_PROPERTY,1,1
n00225,n00024,MEASURES_PROPERTY,1,1
n00225,n00035,MEASURES_PROPERTY,1,1
n00225,n00080,MEASURES_PROPERTY,1,1
n00225,n00092,STUDIES_ALLOY,1,1
n00225,n00026,STUDIES_ALLOY,1,1
n00225,n00191,STUDIES_ALLOY,1,1
n00225,n00161,STUDIES_ALLOY,1,1
n00225,n00076,STUDIES_ALLOY,1,1
n00090,n00019,PROCESS_LEADS_TO_MICRO,2,0
n00226,n00002,HAS_ELEMENT,1,1
n00226,n00005,HAS_ELEMENT,1,1
n00226,n00089,HAS_ELEMENT,1,1
n00226,n00031,HAS_ELEMENT,1,1
n00226,n00004,HAS_ELEMENT,1,1
n00226,n00037,HAS_ELEMENT,1,1
n00226,n00040,HAS_ELEMENT,1,1
n00226,n00009,HAS_ELEMENT,1,1
n00226,n00042,INVOLVES_PROCESS,1,1
n00226,n00090,INVOLVES_PROCESS,1,1
n00226,n00061,INVOLVES_PROCESS,1,1
n00226,n00062,INVOLVES_PROCESS,1,1
n00226,n00043,INVOLVES_PROCESS,1,1
n00226,n00013,EXHIBITS_MICRO,1,1
n00226,n00015,EXHIBITS_MICRO,1,1
n00226,n00034,EXHIBITS_MICRO,1,1
n00226,n00017,EXHIBITS_MICRO,1,1
n00226,n00064,EXHIBITS_MICRO,1,1
n00226,n00045,EXHIBITS_MICRO,1,1
n00226,n00046,MEASURES_PROPERTY,1,1
n00226,n00021,MEASURES_PROPERTY,1,1
n00226,n00022,MEASURES_PROPERTY,1,1
n00226,n00047,MEASURES_PROPERTY,1,1
n00226,n00049,MEASURES_PROPERTY,1,1
n00226,n00050,MEASURES_PROPERTY,1,1
n00226,n00024,MEASURES_PROPERTY,1,1
n00226,n00227,STUDIES_ALLOY,1,1
n00226,n00228,STUDIES_ALLOY,1,1
n00226,n00229,STUDIES_ALLOY,1,1
n00226,n00026,STUDIES_ALLOY,1,1
n00226,n00230,STUDIES_ALLOY,1,1
