source,target,edge_type,weight,n_papers
n00266,n00085,EXHIBITS_MICRO,1,1
n00266,n00033,EXHIBITS_MICRO,1,1
n00266,n00017,EXHIBITS_MICRO,1,1
n00266,n00018,EXHIBITS_MICRO,1,1
n00266,n00065,EXHIBITS_MICRO,1,1
n00266,n00046,MEASURES_PROPERTY,1,1
n00266,n00021,MEASURES_PROPERTY,1,1
n00266,n00022,MEASURES_PROPERTY,1,1
n00266,n00072,MEASURES_PROPERTY,1,1
n00266,n00047,MEASURES_PROPERTY,1,1
n00266,n00066,MEASURES_PROPERTY,1,1
n00266,n00023,MEASURES_PROPERTY,1,1
n00266,n00048,MEASURES_PROPERTY,1,1
n00266,n00049,MEASURES_PROPERTY,1,1
n00266,n00050,MEASURES_PROPERTY,1,1
n00266,n00024,MEASURES_PROPERTY,1,1
n00266,n00026,STUDIES_ALLOY,1,1
n00267,n00002,HAS_ELEMENT,1,1
n00267,n00004,HAS_ELEMENT,1,1
n00267,n00009,HAS_ELEMENT,1,1
n00267,n00097,INVOLVES_PROCESS,1,1
n00267,n00010,INVOLVES_PROCESS,1,1
n00267,n00059,INVOLVES_PROCESS,1,1
n00267,n00043,INVOLVES_PROCESS,1,1
n00267,n00013,EXHIBITS_MICRO,1,1
n00267,n00014,EXHIBITS_MICRO,1,1
n00267,n00033,EXHIBITS_MICRO,1,1
n00267,n00015,EXHIBITS_MICRO,1,1
n00267,n00016,EXHIBITS_MICRO,1,1
n00267,n00034,EXHIBITS_MICRO,1,1
n00267,n00017,EXHIBITS_MICRO,1,1
n00267,n00064,EXHIBITS_MICRO,1,1
n00267,n00018,EXHIBITS_MICRO,1,1
n00267,n00046,MEASURES_PROPERTY,1,1
n00267,n00021,MEASURES_PROPERTY,1,1
n00267,n00022,MEASURES_PROPERTY,1,1
n00267,n00047,MEASURES_PROPERTY,1,1
n00267,n00066,MEASURES_PROPERTY,1,1
n00267,n00023,MEASURES_PROPERTY,1,1
n00267,n00050,MEASURES_PROPERTY,1,1
n00267,n00024,MEASURES_PROPERTY,1,1
n00267,n00026,STUDIES_ALLOY,1,1
n00268,n00002,HAS_ELEMENT,1,1
n00268,n00005,HAS_ELEMENT,1,1
n00268,n00007,HAS_ELEMENT,1,1
n00268,n00040,HAS_ELEMENT,1,1
n00268,n00009,HAS_ELEMENT,1,1
n00268,n00042,INVOLVES_PROCESS,1,1
n00268,n00011,INVOLVES_PROCESS,1,1
n00268,n00033,EXHIBITS_MICRO,1,1
n00268,n00063,EXHIBITS_MICRO,1,1
n00268,n00015,EXHIBITS_MICRO,1,1
n00268,n00016,EXHIBITS_MICRO,1,1
n00268,n00079,EXHIBITS_MICRO,1,1
n00268,n00034,EXHIBITS_MICRO,1,1
n00268,n00017,EXHIBITS_MICRO,1,1
n00268,n00046,MEASURES_PROPERTY,1,1
n00268,n00021,MEASURES_PROPERTY,1,1
n00268,n00022,MEASURES_PROPERTY,1,1
n00268,n00047,MEASURES_PROPERTY,1,1
n00268,n00051,MEASURES_PROPERTY,1,1
n00268,n00025,MEASURES_PROPERTY,1,1
n00268,n00035,MEASURES_PROPERTY,1,1
n00268,n00080,MEASURES_PROPERTY,1,1
n00268,n00254,STUDIES_ALLOY,1,1
n00268,n00269,STUDIES_ALLOY,1,1
n00270,n00002,HAS_ELEMENT,1,1
n00270,n00003,HAS_ELEMENT,1,1
n00270,n00005,HAS_ELEMENT,1,1
n00270,n00089,HAS_ELEMENT,1,1
n00270,n00004,HAS_ELEMENT,1,1
n00270,n00008,HAS_ELEMENT,1,1
n00270,n00078,HAS_ELEMENT,1,1
n00270,n00009,HAS_ELEMENT,1,1
n00270,n00097,INVOLVES_PROCESS,1,1
n00270,n00041,INVOLVES_PROCESS,1,1
n00270,n00042,INVOLVES_PROCESS,1,1
n00270,n00010,INVOLVES_PROCESS,1,1
n00270,n00090,INVOLVES_PROCESS,1,1
n00270,n00059,INVOLVES_PROCESS,1,1
n00270,n00060,INVOLVES_PROCESS,1,1
n00270,n00062,INVOLVES_PROCESS,1,1
n00270,n00043,INVOLVES_PROCESS,1,1
n00270,n00013,EXHIBITS_MICRO,1,1
n00270,n00014,EXHIBITS_MICRO,1,1
n00270,n00033,EXHIBITS_MICRO,1,1
n00270,n00015,EXHIBITS_MICRO,1,1
n00270,n00079,EXHIBITS_MICRO,1,1
n00270,n00034,EXHIBITS_MICRO,1,1
n00270,n00017,EXHIBITS_MICRO,1,1
n00270,n00018,EXHIBITS_MICRO,1,1
n00270,n00045,EXHIBITS_MICRO,1,1
n00270,n00065,EXHIBITS_MICRO,1,1
n00270,n00046,MEASURES_PROPERTY,1,1
n00270,n00021,MEASURES_PROPERTY,1,1
n00270,n00022,MEASURES_PROPERTY,1,1
n00270,n00047,MEASURES_PROPERTY,1,1
n00270,n00066,MEASURES_PROPERTY,1,1
n00270,n00023,MEASURES_PROPERTY,1,1
n00270,n00050,MEASURES_PROPERTY,1,1
n00270,n00124,MEASURES_PROPERTY,1,1
n00270,n00024,MEASURES_PROPERTY,1,1
n00270,n00025,MEASURES_PROPERTY,1,1
n00270,n00271,STUDIES_ALLOY,1,1
n00270,n00272,STUDIES_ALLOY,1,1
n00270,n00273,STUDIES_ALLOY,1,1
n00270,n00026,STUDIES_ALLOY,1,1
n00270,n00087,STUDIES_ALLOY,1,1
n00065,n00124,MICRO_AFFECTS_PROPERTY,2,0
n00274,n00002,HAS_ELEMENT,1,1
n00274,n00003,HAS_ELEMENT,1,1
n00274,n00005,HAS_ELEMENT,1,1
n00274,n00007,HAS_ELEMENT,1,1
n00274,n00038,HAS_ELEMENT,1,1
n00274,n00004,HAS_ELEMENT,1,1
n00274,n00037,HAS_ELEMENT,1,1
n00274,n00040,HAS_ELEMENT,1,1
n00274,n00009,HAS_ELEMENT,1,1
n00274,n00041,INVOLVES_PROCESS,1,1
n00274,n00011,INVOLVES_PROCESS,1,1
n00274,n00059,INVOLVES_PROCESS,1,1
n00274,n00060,INVOLVES_PROCESS,1,1
n00274,n00043,INVOLVES_PROCESS,1,1
n00274,n00032,INVOLVES_PROCESS,1,1
n00274,n00013,EXHIBITS_MICRO,1,1
n00274,n00014,EXHIBITS_MICRO,1,1
n00274,n00033,EXHIBITS_MICRO,1,1
n00274,n00015,EXHIBITS_MICRO,1,1
n00274,n00079,EXHIBITS_MICRO,1,1
n00274,n00034,EXHIBITS_MICRO,1,1
n00274,n00017,EXHIBITS_MICRO,1,1
n00274,n00064,EXHIBITS_MICRO,1,1
n00274,n00018,EXHIBITS_MICRO,1,1
n00274,n00045,EXHIBITS_MICRO,1,1
n00274,n00107,EXHIBITS_MICRO,1,1
n00274,n00065,EXHIBITS_MICRO,1,1
n00274,n00021,MEASURES_PROPERTY,1,1
n00274,n00022,MEASURES_PROPERTY,1,1
n00274,n00047,MEASURES_PROPERTY,1,1
n00274,n00066,MEASURES_PROPERTY,1,1
n00274,n00023,MEASURES_PROPERTY,1,1
n00274,n00050,MEASURES_PROPERTY,1,1
n00274,n00025,MEASURES_PROPERTY,1,1
n00274,n00275,STUDIES_ALLOY,1,1
n00274,n00276,STUDIES_ALLOY,1,1
n00274,n00026,STUDIES_ALLOY,1,1
n00274,n00227,STUDIES_ALLOY,1,1
n00277,n00002,HAS_ELEMENT,1,1
n00277,n00030,HAS_ELEMENT,1,1
n00277,n00004,HAS_ELEMENT,1,1
n00277,n00037,HAS_ELEMENT,1,1
n00277,n00009,HAS_ELEMENT,1,1
n00277,n00043,INVOLVES_PROCESS,1,1
n00277,n00014,EXHIBITS_MICRO,1,1
n00277,n00016,EXHIBITS_MICRO,1,1
n00277,n00017,EXHIBITS_MICRO,1,1
n00277,n00018,EXHIBITS_MICRO,1,1
n00277,n00019,EXHIBITS_MICRO,1,1
n00277,n00021,MEASURES_PROPERTY,1,1
n00277,n00022,MEASURES_PROPERTY,1,1
n00277,n00047,MEASURES_PROPERTY,1,1
n00277,n00066,MEASURES_PROPERTY,1,1
n00277,n00023,MEASURES_PROPERTY,1,1
n00277,n00049,MEASURES_PROPERTY,1,1
n00277,n00050,MEASURES_PROPERTY,1,1
n00277,n00025,MEASURES_PROPERTY,1,1
n00277,n00026,STUDIES_ALLOY,1,1
n00278,n00002,HAS_ELEMENT,1,1
n00278,n00005,HAS_ELEMENT,1,1
n00278,n00007,HAS_ELEMENT,1,1
n00278,n00031,HAS_ELEMENT,1,1
n00278,n00030,HAS_ELEMENT,1,1
n00278,n00004,HAS_ELEMENT,1,1
n00278,n00037,HAS_ELEMENT,1,1
n00278,n00040,HAS_ELEMENT,1,1
n00278,n00009,HAS_ELEMENT,1,1
n00278,n00042,INVOLVES_PROCESS,1,1
n00278,n00032,INVOLVES_PROCESS,1,1
n00278,n00014,EXHIBITS_MICRO,1,1
n00278,n00079,EXHIBITS_MICRO,1,1
n00278,n00034,EXHIBITS_MICRO,1,1
n00278,n00017,EXHIBITS_MICRO,1,1
n00278,n00018,EXHIBITS_MICRO,1,1
n00278,n00065,EXHIBITS_MICRO,1,1
n00278,n00022,MEASURES_PROPERTY,1,1
n00278,n00047,MEASURES_PROPERTY,1,1
n00278,n00100,MEASURES_PROPERTY,1,1
n00278,n00023,MEASURES_PROPERTY,1,1
n00278,n00050,MEASURES_PROPERTY,1,1
n00278,n00024,MEASURES_PROPERTY,1,1
n00279,n00002,HAS_ELEMENT,1,1
n00279,n00129,HAS_ELEMENT,1,1
n00279,n00005,HAS_ELEMENT,1,1
n00279,n00008,HAS_ELEMENT,1,1
n00279,n00007,HAS_ELEMENT,1,1
n00279,n00057,HAS_ELEMENT,1,1
n00279,n00030,HAS_ELEMENT,1,1
n00279,n00004,HAS_ELEMENT,1,1
n00279,n00037,HAS_ELEMENT,1,1
n00279,n00078,HAS_ELEMENT,1,1
n00279,n00009,HAS_ELEMENT,1,1
n00279,n00043,INVOLVES_PROCESS,1,1
n00279,n00084,INVOLVES_PROCESS,1,1
n00279,n00044,EXHIBITS_MICRO,1,1
n00279,n00016,EXHIBITS_MICRO,1,1
n00279,n00034,EXHIBITS_MICRO,1,1
n00279,n00017,EXHIBITS_MICRO,1,1
n00279,n00018,EXHIBITS_MICRO,1,1
n00279,n00045,EXHIBITS_MICRO,1,1
n00279,n00046,MEASURES_PROPERTY,1,1
n00279,n00022,MEASURES_PROPERTY,1,1
n00279,n00072,MEASURES_PROPERTY,1,1
n00279,n00047,MEASURES_PROPERTY,1,1
n00279,n00023,MEASURES_PROPERTY,1,1
n00279,n00050,MEASURES_PROPERTY,1,1
n00279,n00026,STUDIES_ALLOY,1,1
n00280,n00002,HAS_ELEMENT,1,1
n00280,n00005,HAS_ELEMENT,1,1
n00280,n00089,HAS_ELEMENT,1,1
n00280,n00007,HAS_ELEMENT,1,1
n00280,n00004,HAS_ELEMENT,1,1
n00280,n00037,HAS_ELEMENT,1,1
n00280,n00009,HAS_ELEMENT,1,1
n00280,n00041,INVOLVES_PROCESS,1,1
n00280,n00010,INVOLVES_PROCESS,1,1
n00280,n00011,INVOLVES_PROCESS,1,1
n00280,n00043,INVOLVES_PROCESS,1,1
n00280,n00013,EXHIBITS_MICRO,1,1
n00280,n00014,EXHIBITS_MICRO,1,1
n00280,n00033,EXHIBITS_MICRO,1,1
n00280,n00016,EXHIBITS_MICRO,1,1
n00280,n00079,EXHIBITS_MICRO,1,1
n00280,n00034,EXHIBITS_MICRO,1,1
n00280,n00017,EXHIBITS_MICRO,1,1
n00280,n00018,EXHIBITS_MICRO,1,1
n00280,n00045,EXHIBITS_MICRO,1,1
n00280,n00046,MEASURES_PROPERTY,1,1
n00280,n00021,MEASURES_PROPERTY,1,1
n00280,n00022,MEASURES_PROPERTY,1,1
n00280,n00047,MEASURES_PROPERTY,1,1
n00280,n00066,MEASURES_PROPERTY,1,1
n00280,n00023,MEASURES_PROPERTY,1,1
n00280,n00050,MEASURES_PROPERTY,1,1
n00280,n00086,STUDIES_ALLOY,1,1
n00280,n00281,STUDIES_ALLOY,1,1
n00280,n00228,STUDIES_ALLOY,1,1
n00280,n00282,STUDIES_ALLOY,1,1
n00283,n00002,HAS_ELEMENT,1,1
n00283,n00003,HAS_ELEMENT,1,1
n00283,n00005,HAS_ELEMENT,1,1
n00283,n00089,HAS_ELEMENT,1,1
n00283,n00007,HAS_ELEMENT,1,1
n00283,n00004,HAS_ELEMENT,1,1
n00283,n00037,HAS_ELEMENT,1,1
n00283,n00009,HAS_ELEMENT,1,1
n00283,n00010,INVOLVES_PROCESS,1,1
n00283,n00011,INVOLVES_PROCESS,1,1
n00283,n00062,INVOLVES_PROCESS,1,1
n00283,n00043,INVOLVES_PROCESS,1,1
n00283,n00084,INVOLVES_PROCESS,1,1
n00283,n00013,EXHIBITS_MICRO,1,1
n00283,n00014,EXHIBITS_MICRO,1,1
n00283,n00015,EXHIBITS_MICRO,1,1
n00283,n00034,EXHIBITS_MICRO,1,1
n00283,n00018,EXHIBITS_MICRO,1,1
n00283,n00022,MEASURES_PROPERTY,1,1
n00283,n00023,MEASURES_PROPERTY,1,1
n00283,n00048,MEASURES_PROPERTY,1,1
n00283,n00050,MEASURES_PROPERTY,1,1
n00283,n00086,STUDIES_ALLOY,1,1
n00283,n00026,STUDIES_ALLOY,1,1
n00284,n00002,HAS_ELEMENT,1,1
n00284,n00005,HAS_ELEMENT,1,1
n00284,n00089,HAS_ELEMENT,1,1
n00284,n00007,HAS_ELEMENT,1,1
n00284,n00004,HAS_ELEMENT,1,1
n00284,n00037,HAS_ELEMENT,1,1
n00284,n00009,HAS_ELEMENT,1,1
n00284,n00097,INVOLVES_PROCESS,1,1
n00284,n00010,INVOLVES_PROCESS,1,1
n00284,n00090,INVOLVES_PROCESS,1,1
n00284,n00060,INVOLVES_PROCESS,1,1
n00284,n00061,INVOLVES_PROCESS,1,1
n00284,n00062,INVOLVES_PROCESS,1,1
n00284,n00043,INVOLVES_PROCESS,1,1
n00284,n00084,INVOLVES_PROCESS,1,1
n00284,n00013,EXHIBITS_MICRO,1,1
n00284,n00014,EXHIBITS_MICRO,1,1
n00284,n00044,EXHIBITS_MICRO,1,1
n00284,n00015,EXHIBITS_MICRO,1,1
n00284,n00034,EXHIBITS_MICRO,1,1
n00284,n00017,EXHIBITS_MICRO,1,1
n00284,n00064,EXHIBITS_MICRO,1,1
n00284,n00018,EXHIBITS_MICRO,1,1
n00284,n00065,EXHIBITS_MICRO,1,1
n00284,n00046,MEASURES_PROPERTY,1,1
n00284,n00021,MEASURES_PROPERTY,1,1
n00284,n00022,MEASURES_PROPERTY,1,1
n00284,n00047,MEASURES_PROPERTY,1,1
n00284,n00066,MEASURES_PROPERTY,1,1
n00284,n00023,MEASURES_PROPERTY,1,1
n00284,n00050,MEASURES_PROPERTY,1,1
n00284,n00051,MEASURES_PROPERTY,1,1
n00284,n00024,MEASURES_PROPERTY,1,1
n00284,n00285,STUDIES_ALLOY,1,1
n00284,n00026,STUDIES_ALLOY,1,1
n00284,n00086,STUDIES_ALLOY,1,1
n00286,n00002,HAS_ELEMENT,1,1
n00286,n00089,HAS_ELEMENT,1,1
n00286,n00006,HAS_ELEMENT,1,1
n00286,n00037,HAS_ELEMENT,1,1
n00286,n00030,HAS_ELEMENT,1,1
n00286,n00004,HAS_ELEMENT,1,1
n00286,n00008,HAS_ELEMENT,1,1
n00286,n00009,HAS_ELEMENT,1,1
n00286,n00097,INVOLVES_PROCESS,1,1
n00286,n00010,INVOLVES_PROCESS,1,1
n00286,n00090,INVOLVES_PROCESS,1,1
n00286,n00059,INVOLVES_PROCESS,1,1
n00286,n00060,INVOLVES_PROCESS,1,1
n00286,n00062,INVOLVES_PROCESS,1,1
n00286,n00043,INVOLVES_PROCESS,1,1
n00286,n00013,EXHIBITS_MICRO,1,1
n00286,n00014,EXHIBITS_MICRO,1,1
n00286,n00033,EXHIBITS_MICRO,1,1
n00286,n00016,EXHIBITS_MICRO,1,1
n00286,n00034,EXHIBITS_MICRO,1,1
n00286,n00017,EXHIBITS_MICRO,1,1
n00286,n00018,EXHIBITS_MICRO,1,1
n00286,n00022,MEASURES_PROPERTY,1,1
n00286,n00047,MEASURES_PROPERTY,1,1
n00286,n00050,MEASURES_PROPERTY,1,1
n00286,n00051,MEASURES_PROPERTY,1,1
n00286,n00130,STUDIES_ALLOY,1,1
n00286,n00026,STUDIES_ALLOY,1,1
n00286,n00287,STUDIES_ALLOY,1,1
n00288,n00002,HAS_ELEMENT,1,1
n00288,n00003,HAS_ELEMENT,1,1
n00288,n00165,HAS_ELEMENT,1,1
n00288,n00005,HAS_ELEMENT,1,1
n00288,n00089,HAS_ELEMENT,1,1
n00288,n00006,HAS_ELEMENT,1,1
n00288,n00031,HAS_ELEMENT,1,1
n00288,n00030,HAS_ELEMENT,1,1
n00288,n00004,HAS_ELEMENT,1,1
n00288,n00008,HAS_ELEMENT,1,1
n00288,n00040,HAS_ELEMENT,1,1
n00288,n00009,HAS_ELEMENT,1,1
n00288,n00042,INVOLVES_PROCESS,1,1
n00288,n00041,INVOLVES_PROCESS,1,1
n00288,n00010,INVOLVES_PROCESS,1,1
n00288,n00011,INVOLVES_PROCESS,1,1
n00288,n00090,INVOLVES_PROCESS,1,1
n00288,n00043,INVOLVES_PROCESS,1,1
n00288,n00032,INVOLVES_PROCESS,1,1
n00288,n00084,INVOLVES_PROCESS,1,1
n00288,n00014,EXHIBITS_MICRO,1,1
n00288,n00033,EXHIBITS_MICRO,1,1
n00288,n00034,EXHIBITS_MICRO,1,1
n00288,n00017,EXHIBITS_MICRO,1,1
n00288,n00018,EXHIBITS_MICRO,1,1
n00288,n00045,EXHIBITS_MICRO,1,1
n00288,n00065,EXHIBITS_MICRO,1,1
n00288,n00021,MEASURES_PROPERTY,1,1
n00288,n00022,MEASURES_PROPERTY,1,1
n00288,n00072,MEASURES_PROPERTY,1,1
n00288,n00047,MEASURES_PROPERTY,1,1
n00288,n00066,MEASURES_PROPERTY,1,1
n00288,n00100,MEASURES_PROPERTY,1,1
n00288,n00023,MEASURES_PROPERTY,1,1
n00288,n00048,MEASURES_PROPERTY,1,1
n00288,n00050,MEASURES_PROPERTY,1,1
n00288,n00124,MEASURES_PROPERTY,1,1
n00288,n00182,STUDIES_ALLOY,1,1
n00288,n00026,STUDIES_ALLOY,1,1
n00288,n00289,STUDIES_ALLOY,1,1
n00290,n00002,HAS_ELEMENT,1,1
n00290,n00004,HAS_ELEMENT,1,1
n00290,n00089,HAS_ELEMENT,1,1
n00290,n00009,HAS_ELEMENT,1,1
n00290,n00084,INVOLVES_PROCESS,1,1
n00290,n00013,EXHIBITS_MICRO,1,1
n00290,n00085,EXHIBITS_MICRO,1,1
n00290,n00015,EXHIBITS_MICRO,1,1
n00290,n00016,EXHIBITS_MICRO,1,1
n00290,n00034,EXHIBITS_MICRO,1,1
n00290,n00017,EXHIBITS_MICRO,1,1
n00290,n00018,EXHIBITS_MICRO,1,1
n00290,n00019,EXHIBITS_MICRO,1,1
n00290,n00046,MEASURES_PROPERTY,1,1
n00290,n00021,MEASURES_PROPERTY,1,1
n00290,n00022,MEASURES_PROPERTY,1,1
n00290,n00047,MEASURES_PROPERTY,1,1
n00290,n00066,MEASURES_PROPERTY,1,1
n00290,n00023,MEASURES_PROPERTY,1,1
n00290,n00050,MEASURES_PROPERTY,1,1
n00290,n00024,MEASURES_PROPERTY,1,1
n00290,n00026,STUDIES_ALLOY,1,1
n00291,n00002,HAS_ELEMENT,1,1
n00291,n00123,HAS_ELEMENT,1,1
n00291,n00005,HAS_ELEMENT,1,1
n00291,n00089,HAS_ELEMENT,1,1
n00291,n00008,HAS_ELEMENT,1,1
n00291,n00006,HAS_ELEMENT,1,1
n00291,n00038,HAS_ELEMENT,1,1
n00291,n00004,HAS_ELEMENT,1,1
n00291,n00037,HAS_ELEMENT,1,1
n00291,n00040,HAS_ELEMENT,1,1
n00291,n00009,HAS_ELEMENT,1,1
n00291,n00041,INVOLVES_PROCESS,1,1
n00291,n00042,INVOLVES_PROCESS,1,1
n00291,n00010,INVOLVES_PROCESS,1,1
n00291,n00011,INVOLVES_PROCESS,1,1
n00291,n00058,INVOLVES_PROCESS,1,1
n00291,n00059,INVOLVES_PROCESS,1,1
n00291,n00043,INVOLVES_PROCESS,1,1
n00291,n00013,EXHIBITS_MICRO,1,1
n00291,n00014,EXHIBITS_MICRO,1,1
n00291,n00033,EXHIBITS_MICRO,1,1
n00291,n00015,EXHIBITS_MICRO,1,1
n00291,n00034,EXHIBITS_MICRO,1,1
n00291,n00017,EXHIBITS_MICRO,1,1
n00291,n00018,EXHIBITS_MICRO,1,1
n00291,n00045,EXHIBITS_MICRO,1,1
n00291,n00046,MEASURES_PROPERTY,1,1
n00291,n00021,MEASURES_PROPERTY,1,1
n00291,n00022,MEASURES_PROPERTY,1,1
n00291,n00047,MEASURES_PROPERTY,1,1
n00291,n00023,MEASURES_PROPERTY,1,1
n00291,n00048,MEASURES_PROPERTY,1,1
n00291,n00049,MEASURES_PROPERTY,1,1
n00291,n00050,MEASURES_PROPERTY,1,1
n00291,n00051,MEASURES_PROPERTY,1,1
n00291,n00292,STUDIES_ALLOY,1,1
n00291,n00026,STUDIES_ALLOY,1,1
n00291,n00293,STUDIES_ALLOY,1,1
n00291,n00294,STUDIES_ALLOY,1,1
n00295,n00002,HAS_ELEMENT,1,1
n00295,n00005,HAS_ELEMENT,1,1
n00295,n00006,HAS_ELEMENT,1,1
n00295,n00031,HAS_ELEMENT,1,1
n00295,n00004,HAS_ELEMENT,1,1
n00295,n00008,HAS_ELEMENT,1,1
n00295,n00010,INVOLVES_PROCESS,1,1
n00295,n00041,INVOLVES_PROCESS,1,1
n00295,n00042,INVOLVES_PROCESS,1,1
n00295,n00061,INVOLVES_PROCESS,1,1
n00295,n00043,INVOLVES_PROCESS,1,1
n00295,n00032,INVOLVES_PROCESS,1,1
n00295,n00013,EXHIBITS_MICRO,1,1
n00295,n00014,EXHIBITS_MICRO,1,1
n00295,n00085,EXHIBITS_MICRO,1,1
n00295,n00015,EXHIBITS_MICRO,1,1
n00295,n00018,EXHIBITS_MICRO,1,1
n00295,n00107,EXHIBITS_MICRO,1,1
n00295,n00022,MEASURES_PROPERTY,1,1
n00295,n00072,MEASURES_PROPERTY,1,1
n00295,n00047,MEASURES_PROPERTY,1,1
n00295,n00023,MEASURES_PROPERTY,1,1
n00295,n00296,STUDIES_ALLOY,1,1
n00295,n00026,STUDIES_ALLOY,1,1
n00295,n00223,STUDIES_ALLOY,1,1
n00297,n00002,HAS_ELEMENT,1,1
n00297,n00005,HAS_ELEMENT,1,1
n00297,n00089,HAS_ELEMENT,1,1
n00297,n00006,HAS_ELEMENT,1,1
n00297,n00004,HAS_ELEMENT,1,1
n00297,n00008,HAS_ELEMENT,1,1
n00297,n00078,HAS_ELEMENT,1,1
n00297,n00009,HAS_ELEMENT,1,1
n00297,n00041,INVOLVES_PROCESS,1,1
n00297,n00042,INVOLVES_PROCESS,1,1
n00297,n00010,INVOLVES_PROCESS,1,1
n00297,n00070,INVOLVES_PROCESS,1,1
n00297,n00090,INVOLVES_PROCESS,1,1
n00297,n00059,INVOLVES_PROCESS,1,1
n00297,n00060,INVOLVES_PROCESS,1,1
n00297,n00043,INVOLVES_PROCESS,1,1
n00297,n00084,INVOLVES_PROCESS,1,1
n00297,n00014,EXHIBITS_MICRO,1,1
n00297,n00044,EXHIBITS_MICRO,1,1
n00297,n00033,EXHIBITS_MICRO,1,1
n00297,n00016,EXHIBITS_MICRO,1,1
n00297,n00017,EXHIBITS_MICRO,1,1
n00297,n00064,EXHIBITS_MICRO,1,1
n00297,n00018,EXHIBITS_MICRO,1,1
n00297,n00045,EXHIBITS_MICRO,1,1
n00297,n00065,EXHIBITS_MICRO,1,1
n00297,n00046,MEASURES_PROPERTY,1,1
n00297,n00021,MEASURES_PROPERTY,1,1
n00297,n00022,MEASURES_PROPERTY,1,1
n00297,n00072,MEASURES_PROPERTY,1,1
n00297,n00047,MEASURES_PROPERTY,1,1
n00297,n00066,MEASURES_PROPERTY,1,1
n00297,n00023,MEASURES_PROPERTY,1,1
n00297,n00048,MEASURES_PROPERTY,1,1
n00297,n00050,MEASURES_PROPERTY,1,1
n00297,n00024,MEASURES_PROPERTY,1,1
n00297,n00182,STUDIES_ALLOY,1,1
n00297,n00026,STUDIES_ALLOY,1,1
n00070,n00064,PROCESS_LEADS_TO_MICRO,1,0
n00298,n00002,HAS_ELEMENT,1,1
n00298,n00003,HAS_ELEMENT,1,1
n00298,n00148,HAS_ELEMENT,1,1
n00298,n00030,HAS_ELEMENT,1,1
n00298,n00004,HAS_ELEMENT,1,1
n00298,n00009,HAS_ELEMENT,1,1
n00298,n00010,INVOLVES_PROCESS,1,1
n00298,n00090,INVOLVES_PROCESS,1,1
n00298,n00060,INVOLVES_PROCESS,1,1
n00298,n00062,INVOLVES_PROCESS,1,1
n00298,n00043,INVOLVES_PROCESS,1,1
n00298,n00014,EXHIBITS_MICRO,1,1
n00298,n00033,EXHIBITS_MICRO,1,1
n00298,n00017,EXHIBITS_MICRO,1,1
n00298,n00021,MEASURES_PROPERTY,1,1
n00298,n00072,MEASURES_PROPERTY,1,1
n00298,n00050,MEASURES_PROPERTY,1,1
n00298,n00026,STUDIES_ALLOY,1,1
n00299,n00002,HAS_ELEMENT,1,1
n00299,n00005,HAS_ELEMENT,1,1
n00299,n00089,HAS_ELEMENT,1,1
n00299,n00008,HAS_ELEMENT,1,1
n00299,n00007,HAS_ELEMENT,1,1
n00299,n00057,HAS_ELEMENT,1,1
n00299,n00031,HAS_ELEMENT,1,1
n00299,n00004,HAS_ELEMENT,1,1
n00299,n00037,HAS_ELEMENT,1,1
n00299,n00009,HAS_ELEMENT,1,1
n00299,n00041,INVOLVES_PROCESS,1,1
n00299,n00010,INVOLVES_PROCESS,1,1
n00299,n00059,INVOLVES_PROCESS,1,1
n00299,n00060,INVOLVES_PROCESS,1,1
n00299,n00061,INVOLVES_PROCESS,1,1
n00299,n00062,INVOLVES_PROCESS,1,1
n00299,n00043,INVOLVES_PROCESS,1,1
n00299,n00084,INVOLVES_PROCESS,1,1
n00299,n00013,EXHIBITS_MICRO,1,1
n00299,n00014,EXHIBITS_MICRO,1,1
n00299,n00044,EXHIBITS_MICRO,1,1
n00299,n00033,EXHIBITS_MICRO,1,1
n00299,n00034,EXHIBITS_MICRO,1,1
n00299,n00017,EXHIBITS_MICRO,1,1
n00299,n00064,EXHIBITS_MICRO,1,1
n00299,n00018,EXHIBITS_MICRO,1,1
n00299,n00045,EXHIBITS_MICRO,1,1
n00299,n00065,EXHIBITS_MICRO,1,1
n00299,n00046,MEASURES_PROPERTY,1,1
n00299,n00021,MEASURES_PROPERTY,1,1
n00299,n00022,MEASURES_PROPERTY,1,1
n00299,n00072,MEASURES_PROPERTY,1,1
n00299,n00047,MEASURES_PROPERTY,1,1
n00299,n00066,MEASURES_PROPERTY,1,1
n00299,n00023,MEASURES_PROPERTY,1,1
n00299,n00049,MEASURES_PROPERTY,1,1
n00299,n00050,MEASURES_PROPERTY,1,1
n00299,n00024,MEASURES_PROPERTY,1,1
n00299,n00086,STUDIES_ALLOY,1,1
n00299,n00300,STUDIES_ALLOY,1,1
n00299,n00074,STUDIES_ALLOY,1,1
n00299,n00026,STUDIES_ALLOY,1,1
n00301,n00002,HAS_ELEMENT,1,1
n00301,n00089,HAS_ELEMENT,1,1
n00301,n00006,HAS_ELEMENT,1,1
n00301,n00031,HAS_ELEMENT,1,1
n00301,n00004,HAS_ELEMENT,1,1
n00301,n00037,HAS_ELEMENT,1,1
n00301,n00009,HAS_ELEMENT,1,1
n00301,n00010,INVOLVES_PROCESS,1,1
n00301,n00061,INVOLVES_PROCESS,1,1
n00301,n00043,INVOLVES_PROCESS,1,1
n00301,n00032,INVOLVES_PROCESS,1,1
